chr	start	stop
ENSMUSG00000027109	chr2	72766771	72811274
ENSMUSG00000027108	chr2	72921239	73049268
ENSMUSG00000008226	chr2	73142385	73168264
ENSMUSG00000056486	chr2	73440684	73605918
ENSMUSG00000027104	chr2	73644562	73723111
ENSMUSG00000018770	chr2	73738779	73741933
ENSMUSG00000009207	chr2	74347349	74409779
ENSMUSG00000052371	chr2	74532015	74546516
ENSMUSG00000027102	chr2	74534959	74538297
ENSMUSG00000101174	chr2	74542273	74559523
ENSMUSG00000027099	chr2	74656139	74709527
ENSMUSG00000015839	chr2	75504739	75534985
ENSMUSG00000027016	chr2	77240978	77649983
ENSMUSG00000027014	chr2	77711503	77776736
ENSMUSG00000027011	chr2	78698468	78761091
ENSMUSG00000027009	chr2	79085660	79163467
ENSMUSG00000027007	chr2	79419157	79503314
ENSMUSG00000027006	chr2	80145787	80184941
ENSMUSG00000027002	chr2	80330803	80411884
ENSMUSG00000027001	chr2	80447389	80464813
ENSMUSG00000026999	chr2	80447580	80489618
ENSMUSG00000027091	chr2	83474779	83503407
ENSMUSG00000027087	chr2	83554403	83637260
ENSMUSG00000027082	chr2	84263195	84307164
ENSMUSG00000034101	chr2	84425959	84489326
ENSMUSG00000027080	chr2	84508741	84519325
ENSMUSG00000034075	chr2	84517523	84545700
ENSMUSG00000027079	chr2	84552448	84564760
ENSMUSG00000027078	chr2	84628630	84640783
ENSMUSG00000027076	chr2	84646661	84663226
ENSMUSG00000027074	chr2	84766862	84788865
ENSMUSG00000027067	chr2	84867513	84877465
ENSMUSG00000033955	chr2	84878344	84903392
ENSMUSG00000008200	chr2	90575714	90611365
ENSMUSG00000027282	chr2	90677479	90697157
ENSMUSG00000027255	chr2	91095078	91107959
ENSMUSG00000027253	chr2	91287797	91344248
ENSMUSG00000027247	chr2	91480175	91506013
ENSMUSG00000027244	chr2	91502602	91541186
ENSMUSG00000027243	chr2	91541157	91554512
ENSMUSG00000027239	chr2	91760143	91762846
ENSMUSG00000027230	chr2	91812673	91854917
ENSMUSG00000027222	chr2	92205021	92211565
ENSMUSG00000027217	chr2	93031658	93164887
ENSMUSG00000027215	chr2	93249455	93293485
ENSMUSG00000027198	chr2	93491373	93653003
ENSMUSG00000027195	chr2	93863034	93988419
ENSMUSG00000027194	chr2	94131112	94237041
ENSMUSG00000027193	chr2	94240087	94268548
ENSMUSG00000027165	chr2	101391125	101484020
ENSMUSG00000027164	chr2	101508519	101533545
ENSMUSG00000032841	chr2	101543450	101713409
ENSMUSG00000027163	chr2	101716587	101731993
ENSMUSG00000027189	chr2	102130463	102238173
ENSMUSG00000010914	chr2	102849769	102904060
ENSMUSG00000010911	chr2	102903972	102926603
ENSMUSG00000012350	chr2	103093778	103133623
ENSMUSG00000027187	chr2	103284194	103316185
ENSMUSG00000032724	chr2	103396631	103548770
ENSMUSG00000027185	chr2	103544162	103591697
ENSMUSG00000027184	chr2	103592979	103628010
ENSMUSG00000032698	chr2	103788331	103812355
ENSMUSG00000027180	chr2	103858066	103893836
ENSMUSG00000032679	chr2	103926132	103947029
ENSMUSG00000027177	chr2	104256814	104325565
ENSMUSG00000027176	chr2	104420795	104496454
ENSMUSG00000027175	chr2	104487633	104542772
ENSMUSG00000027173	chr2	104551786	104573223
ENSMUSG00000027171	chr2	104659092	104680434
ENSMUSG00000027170	chr2	104818164	104847462
ENSMUSG00000016458	chr2	104956625	105003961
ENSMUSG00000055312	chr2	105054660	105210206
ENSMUSG00000027167	chr2	105521013	105734909
ENSMUSG00000027166	chr2	105785117	105833894
ENSMUSG00000016386	chr2	106523217	106698706
ENSMUSG00000027122	chr2	106792872	106804932
ENSMUSG00000027115	chr2	109111083	109173023
ENSMUSG00000027162	chr2	109721004	109731348
ENSMUSG00000027160	chr2	109848137	110006004
ENSMUSG00000027133	chr2	112092271	112093764
ENSMUSG00000027130	chr2	112095869	112193508
ENSMUSG00000027131	chr2	112188486	112209527
ENSMUSG00000027132	chr2	112209517	112246095
ENSMUSG00000055943	chr2	112285310	112302513
ENSMUSG00000027210	chr2	115693062	115896341
ENSMUSG00000027351	chr2	116951524	117018277
ENSMUSG00000027349	chr2	117080220	117102021
ENSMUSG00000009549	chr2	118303477	118310192
ENSMUSG00000027332	chr2	118692141	118714335
ENSMUSG00000027326	chr2	118877598	118935982
ENSMUSG00000034278	chr2	119002981	119039379
ENSMUSG00000027315	chr2	119067511	119080163
ENSMUSG00000034216	chr2	119119207	119129865
ENSMUSG00000034154	chr2	119203523	119308186
ENSMUSG00000014077	chr2	119377651	119417522
ENSMUSG00000027306	chr2	119448779	119481725
ENSMUSG00000027305	chr2	119482683	119493359
ENSMUSG00000027304	chr2	119505548	119565888
ENSMUSG00000034032	chr2	119593476	119618294
ENSMUSG00000033943	chr2	119727694	119800062
ENSMUSG00000033902	chr2	119802863	119857889
ENSMUSG00000027293	chr2	119919654	119985092
ENSMUSG00000027291	chr2	120146942	120183635
ENSMUSG00000033808	chr2	120185790	120235171
ENSMUSG00000027288	chr2	120336470	120394360
ENSMUSG00000027287	chr2	120397782	120433531
ENSMUSG00000027286	chr2	120429713	120440036
ENSMUSG00000027285	chr2	120439769	120452041
ENSMUSG00000033705	chr2	120459595	120562376
ENSMUSG00000027272	chr2	120690750	120801226
ENSMUSG00000027263	chr2	121001135	121030931
ENSMUSG00000033526	chr2	121141005	121189004
ENSMUSG00000027248	chr2	121244149	121270339
ENSMUSG00000027245	chr2	121283771	121290920
ENSMUSG00000027242	chr2	121337190	121375341
ENSMUSG00000033411	chr2	121786429	121847466
ENSMUSG00000027236	chr2	121858606	121906334
ENSMUSG00000033396	chr2	121883834	121948891
ENSMUSG00000027227	chr2	122065230	122095821
ENSMUSG00000033256	chr2	122177620	122200696
ENSMUSG00000027199	chr2	122424948	122441799
ENSMUSG00000027200	chr2	123931715	124509928
ENSMUSG00000035183	chr2	124909836	124930597
ENSMUSG00000027201	chr2	124926548	124965581
ENSMUSG00000027202	chr2	124994425	125071922
ENSMUSG00000027203	chr2	125089110	125100966
ENSMUSG00000027204	chr2	125142514	125349913
ENSMUSG00000035093	chr2	125578906	125624790
ENSMUSG00000027206	chr2	125671069	125701141
ENSMUSG00000027207	chr2	125701029	125826219
ENSMUSG00000027359	chr2	126394327	126430166
ENSMUSG00000027361	chr2	126469361	126518282
ENSMUSG00000027363	chr2	126549083	126601234
ENSMUSG00000027364	chr2	126551016	126625403
ENSMUSG00000027365	chr2	126633480	126718182
ENSMUSG00000027366	chr2	126732311	126775251
ENSMUSG00000034850	chr2	127089773	127103027
ENSMUSG00000027367	chr2	127111803	127150695
ENSMUSG00000027368	chr2	127177957	127180296
ENSMUSG00000027371	chr2	127266415	127286508
ENSMUSG00000027374	chr2	127429135	127448789
ENSMUSG00000027375	chr2	127475142	127498615
ENSMUSG00000027378	chr2	127582356	127630840
ENSMUSG00000027381	chr2	127967958	128004476
ENSMUSG00000014355	chr2	128452002	128529325
ENSMUSG00000014361	chr2	128540729	128645080
ENSMUSG00000014353	chr2	128660000	128697733
ENSMUSG00000027387	chr2	128768124	128786010
ENSMUSG00000027394	chr2	128907851	128938203
ENSMUSG00000027397	chr2	129040256	129053536
ENSMUSG00000027398	chr2	129206490	129213059
ENSMUSG00000027404	chr2	130013547	130021323
ENSMUSG00000027405	chr2	130115808	130121238
ENSMUSG00000027406	chr2	130121227	130126467
ENSMUSG00000027408	chr2	130232695	130239873
ENSMUSG00000027411	chr2	130265737	130286836
ENSMUSG00000027303	chr2	130291839	130400220
ENSMUSG00000027309	chr2	130548119	130748326
ENSMUSG00000027312	chr2	130748382	130872253
ENSMUSG00000027327	chr2	130985364	131002425
ENSMUSG00000027333	chr2	131333416	131368431
ENSMUSG00000027340	chr2	131894415	131987446
ENSMUSG00000027341	chr2	132081412	132090360
ENSMUSG00000027342	chr2	132091082	132095234
ENSMUSG00000027346	chr2	132370761	132435960
ENSMUSG00000027357	chr2	132688552	132709039
ENSMUSG00000027356	chr2	132746309	132787986
ENSMUSG00000027358	chr2	133394079	133404816
ENSMUSG00000034723	chr2	134435304	134486108
ENSMUSG00000027274	chr2	136701098	136733466
ENSMUSG00000027281	chr2	136733126	136913872
ENSMUSG00000027276	chr2	136923373	136958693
ENSMUSG00000027384	chr2	140012562	140047301
ENSMUSG00000008333	chr2	142904904	142915166
ENSMUSG00000015932	chr2	143756845	143786267
ENSMUSG00000027422	chr2	143789118	143853195
ENSMUSG00000027423	chr2	144092025	144112885
ENSMUSG00000027424	chr2	144112027	144123149
ENSMUSG00000027425	chr2	144210820	144251407
ENSMUSG00000027427	chr2	144369436	144383915
ENSMUSG00000027428	chr2	144372078	144392789
ENSMUSG00000027429	chr2	144391970	144432684
ENSMUSG00000027430	chr2	144441813	144610678
ENSMUSG00000027433	chr2	146854683	146920721
ENSMUSG00000027435	chr2	148270798	148285546
ENSMUSG00000027439	chr2	148519995	148536663
ENSMUSG00000027447	chr2	148713635	148717887
ENSMUSG00000033096	chr2	150424986	150450524
ENSMUSG00000027452	chr2	150460020	150510420
ENSMUSG00000033068	chr2	150590916	150613599
ENSMUSG00000033059	chr2	150628628	150673685
ENSMUSG00000032046	chr2	150674408	150746693
ENSMUSG00000053916	chr2	150866435	150881323
ENSMUSG00000027455	chr2	151336102	151355055
ENSMUSG00000032966	chr2	151384382	151404651
ENSMUSG00000032869	chr2	151557732	151586119
ENSMUSG00000027459	chr2	151811317	151839024
ENSMUSG00000032802	chr2	151947436	151957687
ENSMUSG00000027465	chr2	152135744	152155916
ENSMUSG00000027466	chr2	152154456	152174609
ENSMUSG00000007659	chr2	152622582	152673655
ENSMUSG00000027469	chr2	152689854	152737245
ENSMUSG00000027472	chr2	152849855	152858009
ENSMUSG00000027475	chr2	153133325	153175310
ENSMUSG00000056941	chr2	153458853	153474709
ENSMUSG00000027479	chr2	153583194	153615249
ENSMUSG00000027487	chr2	154177298	154216854
ENSMUSG00000027488	chr2	154218233	154250140
ENSMUSG00000027490	chr2	154401326	154411812
ENSMUSG00000027593	chr2	154632968	154709181
ENSMUSG00000027596	chr2	154633322	154892939
ENSMUSG00000027597	chr2	154901230	154916422
ENSMUSG00000027598	chr2	154975388	155069532
ENSMUSG00000027602	chr2	155118217	155119998
ENSMUSG00000027605	chr2	155355679	155428016
ENSMUSG00000027610	chr2	155405096	155455505
ENSMUSG00000027613	chr2	155661748	155668845
ENSMUSG00000027618	chr2	155965556	155986374
ENSMUSG00000027620	chr2	155988271	156022305
ENSMUSG00000102869	chr2	156229977	156234978
ENSMUSG00000027624	chr2	156262279	156385520
ENSMUSG00000027628	chr2	156388884	156410892
ENSMUSG00000027637	chr2	156704945	156715483
ENSMUSG00000027634	chr2	156769259	156834154
ENSMUSG00000055485	chr2	156853997	156921599
ENSMUSG00000027639	chr2	156939453	156977187
ENSMUSG00000027641	chr2	156987813	157046475
ENSMUSG00000027642	chr2	157120893	157168362
ENSMUSG00000027646	chr2	157260355	157313782
ENSMUSG00000027649	chr2	157579281	157733823
ENSMUSG00000027651	chr2	157870344	157974217
ENSMUSG00000016024	chr2	158148409	158174800
ENSMUSG00000027652	chr2	158251703	158342028
ENSMUSG00000027655	chr2	158636694	158701543
ENSMUSG00000016933	chr2	160573176	160647426
ENSMUSG00000016921	chr2	162773299	162780234
ENSMUSG00000017868	chr2	162829250	162856060
ENSMUSG00000017858	chr2	162859151	162889887
ENSMUSG00000035399	chr2	163245533	163266617
ENSMUSG00000099632	chr2	163261541	163262290
ENSMUSG00000017950	chr2	163348728	163414830
ENSMUSG00000017707	chr2	163444008	163487086
ENSMUSG00000017679	chr2	163444205	163460933
ENSMUSG00000035268	chr2	163500294	163568080
ENSMUSG00000018326	chr2	163836007	163860509
ENSMUSG00000018322	chr2	163895455	163913178
ENSMUSG00000018209	chr2	163912242	163997444
ENSMUSG00000017002	chr2	164195990	164231015
ENSMUSG00000017009	chr2	164266025	164285807
ENSMUSG00000017734	chr2	164319447	164336016
ENSMUSG00000017721	chr2	164339439	164361692
ENSMUSG00000017723	chr2	164403475	164411377
ENSMUSG00000017299	chr2	164587879	164610527
ENSMUSG00000017300	chr2	164619075	164621887
ENSMUSG00000017307	chr2	164631348	164647353
ENSMUSG00000017760	chr2	164674778	164682961
ENSMUSG00000017754	chr2	164677702	164701743
ENSMUSG00000017652	chr2	164897544	164914868
ENSMUSG00000017664	chr2	165117725	165129800
ENSMUSG00000017670	chr2	165129951	165168438
ENSMUSG00000018459	chr2	165246948	165315268
ENSMUSG00000017897	chr2	165436895	165613647
ENSMUSG00000027678	chr2	165834534	165915162
ENSMUSG00000006800	chr2	165915009	165998118
ENSMUSG00000017999	chr2	166856728	166877105
ENSMUSG00000017969	chr2	167033725	167083018
ENSMUSG00000017929	chr2	167140364	167191291
ENSMUSG00000056501	chr2	167530835	167532338
ENSMUSG00000027540	chr2	167773944	167821309
ENSMUSG00000027544	chr2	168318330	168443693
ENSMUSG00000027546	chr2	168476168	168584329
ENSMUSG00000027551	chr2	168727193	168797558
ENSMUSG00000027495	chr2	172187473	172199480
ENSMUSG00000027498	chr2	172212557	172224377
ENSMUSG00000027502	chr2	172282458	172312206
ENSMUSG00000008999	chr2	172709805	172782410
ENSMUSG00000027509	chr2	172841899	172857532
ENSMUSG00000027513	chr2	172994744	173001066
ENSMUSG00000027519	chr2	173501553	173549136
ENSMUSG00000054455	chr2	173579272	173652961
ENSMUSG00000027522	chr2	173917994	173941567
ENSMUSG00000027523	chr2	174126022	174188537
ENSMUSG00000016253	chr2	174257594	174273368
ENSMUSG00000016256	chr2	174267304	174280832
ENSMUSG00000016252	chr2	174302861	174305906
ENSMUSG00000016257	chr2	174306851	174314874
ENSMUSG00000027566	chr2	179678155	179684421
ENSMUSG00000015647	chr2	179818166	179867712
ENSMUSG00000027569	chr2	180222999	180228097
ENSMUSG00000027573	chr2	180351910	180363401
ENSMUSG00000027575	chr2	180608850	180624899
ENSMUSG00000027577	chr2	180660173	180685339
ENSMUSG00000016344	chr2	180828526	180830564
ENSMUSG00000027582	chr2	181006705	181025428
ENSMUSG00000027583	chr2	181012111	181104879
ENSMUSG00000027589	chr2	181479647	181499854
ENSMUSG00000017688	chr3	3573084	3724860
ENSMUSG00000103034	chr3	5815866	5816355
ENSMUSG00000027499	chr3	7431432	7510429
ENSMUSG00000027506	chr3	8990653	9069849
ENSMUSG00000027508	chr3	9752539	9898739
ENSMUSG00000027533	chr3	10077602	10081674
ENSMUSG00000027531	chr3	10377016	10396499
ENSMUSG00000027534	chr3	10482640	10505194
ENSMUSG00000027550	chr3	14598804	14637719
ENSMUSG00000027552	chr3	14643676	14672404
ENSMUSG00000027559	chr3	14928489	14937595
ENSMUSG00000027562	chr3	14951317	14967568
ENSMUSG00000027599	chr3	19183243	19217324
ENSMUSG00000027601	chr3	19241490	19287514
ENSMUSG00000027615	chr3	20050106	20089488
ENSMUSG00000027630	chr3	22129947	22270770
ENSMUSG00000102758	chr3	23852266	25198425
ENSMUSG00000027699	chr3	27151371	27208029
ENSMUSG00000027698	chr3	27236975	27338764
ENSMUSG00000027695	chr3	27992788	28188692
ENSMUSG00000027692	chr3	28317363	28730007
ENSMUSG00000027690	chr3	28752051	28785508
ENSMUSG00000027684	chr3	30005439	30602157
ENSMUSG00000027706	chr3	30847022	30876314
ENSMUSG00000027660	chr3	31148816	31176740
ENSMUSG00000027663	chr3	32388941	32420163
ENSMUSG00000027665	chr3	32451820	32522635
ENSMUSG00000027667	chr3	32564408	32577574
ENSMUSG00000027668	chr3	32583599	32645888
ENSMUSG00000027669	chr3	32632743	32671909
ENSMUSG00000027671	chr3	32760447	32781128
ENSMUSG00000027673	chr3	32791139	32805715
ENSMUSG00000027677	chr3	33853861	33869009
ENSMUSG00000027680	chr3	34074019	34124803
ENSMUSG00000027679	chr3	34078239	34135482
ENSMUSG00000027708	chr3	35945341	35991594
ENSMUSG00000027709	chr3	36010879	36054881
ENSMUSG00000027710	chr3	36120128	36148877
ENSMUSG00000033883	chr3	36205166	36224491
ENSMUSG00000027712	chr3	36503072	36530126
ENSMUSG00000027714	chr3	36606742	36620080
ENSMUSG00000027715	chr3	36619014	36626299
ENSMUSG00000027716	chr3	36674629	36744317
ENSMUSG00000027722	chr3	37473984	37636844
ENSMUSG00000025757	chr3	40698643	40750538
ENSMUSG00000025758	chr3	40754427	40772633
ENSMUSG00000097583	chr3	40817683	40848628
ENSMUSG00000025762	chr3	40904199	40994669
ENSMUSG00000025764	chr3	41510132	41571309
ENSMUSG00000025766	chr3	41696620	41757756
ENSMUSG00000027737	chr3	49846975	50398070
ENSMUSG00000027739	chr3	51391341	51403653
ENSMUSG00000027742	chr3	52860989	52924674
ENSMUSG00000027746	chr3	53760796	53771251
ENSMUSG00000027750	chr3	54268501	54298471
ENSMUSG00000027751	chr3	54600133	54636244
ENSMUSG00000027752	chr3	54635907	54642814
ENSMUSG00000027797	chr3	55149618	55446493
ENSMUSG00000027799	chr3	55532612	56091178
ENSMUSG00000027800	chr3	57193032	57209430
ENSMUSG00000027803	chr3	57363067	57483331
ENSMUSG00000027805	chr3	57738719	57755519
ENSMUSG00000027806	chr3	58322110	58374204
ENSMUSG00000027808	chr3	58427238	58433318
ENSMUSG00000027810	chr3	58432735	58465412
ENSMUSG00000027761	chr3	59933138	59948549
ENSMUSG00000027762	chr3	59989283	59994987
ENSMUSG00000027763	chr3	60380102	60537183
ENSMUSG00000027770	chr3	62375284	62414489
ENSMUSG00000027820	chr3	63148889	63293451
ENSMUSG00000027822	chr3	63840928	63872231
ENSMUSG00000027823	chr3	63883515	63931037
ENSMUSG00000027827	chr3	64856617	65285647
ENSMUSG00000027828	chr3	65287076	65300044
ENSMUSG00000034640	chr3	65435320	65463365
ENSMUSG00000027829	chr3	65852589	65865686
ENSMUSG00000027831	chr3	65960979	66204258
ENSMUSG00000034544	chr3	66888627	67265748
ENSMUSG00000027774	chr3	67337425	67383863
ENSMUSG00000027775	chr3	67490045	67511596
ENSMUSG00000027777	chr3	67971732	68533818
ENSMUSG00000027778	chr3	68799832	68911920
ENSMUSG00000034349	chr3	68911944	68941960
ENSMUSG00000034317	chr3	68942621	68952332
ENSMUSG00000027782	chr3	68974482	69034446
ENSMUSG00000027784	chr3	69224179	69468135
ENSMUSG00000027787	chr3	69629282	69672024
ENSMUSG00000027835	chr3	75423789	75464748
ENSMUSG00000027834	chr3	75464800	75550802
ENSMUSG00000034109	chr3	75780175	75864292
ENSMUSG00000027804	chr3	79498649	79512483
ENSMUSG00000027809	chr3	79511086	79536807
ENSMUSG00000027956	chr3	79718826	79760086
ENSMUSG00000027955	chr3	79791804	79853941
ENSMUSG00000028019	chr3	80943668	81121473
ENSMUSG00000028015	chr3	81839873	81867246
ENSMUSG00000028005	chr3	81939312	81982022
ENSMUSG00000033910	chr3	81999733	82053216
ENSMUSG00000033882	chr3	82743830	82783834
ENSMUSG00000027998	chr3	82962828	82979675
ENSMUSG00000027996	chr3	83673481	83681623
ENSMUSG00000027995	chr3	83743576	83749074
ENSMUSG00000033767	chr3	83804955	83947624
ENSMUSG00000033752	chr3	83994164	84063113
ENSMUSG00000027993	chr3	84066181	84214184
ENSMUSG00000102805	chr3	84403733	85794825
ENSMUSG00000028086	chr3	84721891	84886762
ENSMUSG00000028085	chr3	85481386	85562942
ENSMUSG00000028082	chr3	85878378	86037833
ENSMUSG00000028081	chr3	86045244	86050009
ENSMUSG00000028080	chr3	86131505	86690011
ENSMUSG00000028073	chr3	87655197	87676403
ENSMUSG00000028069	chr3	87950404	87963361
ENSMUSG00000028070	chr3	87963822	87965876
ENSMUSG00000010538	chr3	88190049	88204326
ENSMUSG00000028066	chr3	88294051	88317739
ENSMUSG00000028064	chr3	88343262	88372558
ENSMUSG00000028063	chr3	88387454	88417299
ENSMUSG00000028062	chr3	88457115	88460381
ENSMUSG00000008604	chr3	88460625	88478174
ENSMUSG00000028059	chr3	88513273	88556837
ENSMUSG00000028060	chr3	88593098	88620245
ENSMUSG00000028057	chr3	88624131	88641162
ENSMUSG00000054199	chr3	88742526	88817410
ENSMUSG00000028053	chr3	88857929	88986682
ENSMUSG00000028049	chr3	89084724	89090080
ENSMUSG00000028048	chr3	89109012	89117206
ENSMUSG00000027953	chr3	89175551	89177906
ENSMUSG00000027954	chr3	89179037	89188449
ENSMUSG00000028041	chr3	89245846	89257511
ENSMUSG00000028042	chr3	89284942	89302144
ENSMUSG00000028044	chr3	89322771	89325717
ENSMUSG00000027952	chr3	89361758	89376323
ENSMUSG00000027951	chr3	89622329	89660753
ENSMUSG00000027947	chr3	89771366	89820719
ENSMUSG00000027944	chr3	89902753	89906279
ENSMUSG00000027942	chr3	89958877	89970648
ENSMUSG00000027940	chr3	89979949	90008226
ENSMUSG00000027939	chr3	90011439	90119456
ENSMUSG00000027935	chr3	90121002	90133696
ENSMUSG00000027937	chr3	90138896	90150612
ENSMUSG00000052310	chr3	90155138	90160924
ENSMUSG00000027936	chr3	90161460	90171432
ENSMUSG00000027933	chr3	90297744	90341014
ENSMUSG00000027931	chr3	90356458	90373748
ENSMUSG00000056054	chr3	90567118	90578128
ENSMUSG00000056071	chr3	90599931	90603071
ENSMUSG00000102476	chr3	93213775	93372666
ENSMUSG00000052415	chr3	93349637	93356384
ENSMUSG00000027907	chr3	93414382	93435293
ENSMUSG00000028145	chr3	94217365	94239848
ENSMUSG00000028150	chr3	94280101	94305583
ENSMUSG00000028140	chr3	94350594	94358437
ENSMUSG00000028136	chr3	94399419	94490078
ENSMUSG00000028126	chr3	94964216	95014251
ENSMUSG00000008958	chr3	95018325	95030362
ENSMUSG00000053192	chr3	95125855	95139542
ENSMUSG00000015711	chr3	95160984	95189387
ENSMUSG00000015714	chr3	95221790	95234060
ENSMUSG00000015697	chr3	95229399	95264541
ENSMUSG00000015522	chr3	95341365	95404551
ENSMUSG00000028111	chr3	95406178	95416732
ENSMUSG00000028108	chr3	95640761	95646943
ENSMUSG00000028107	chr3	95647269	95667518
ENSMUSG00000028106	chr3	95667653	95726692
ENSMUSG00000015748	chr3	95737436	95764121
ENSMUSG00000054312	chr3	95766069	95778879
ENSMUSG00000015750	chr3	95801233	95805901
ENSMUSG00000015749	chr3	95836557	95854705
ENSMUSG00000015745	chr3	95895741	95903686
ENSMUSG00000015747	chr3	95907139	95965817
ENSMUSG00000015943	chr3	96103902	96127025
ENSMUSG00000015947	chr3	96190225	96201338
ENSMUSG00000028104	chr3	96485188	96505679
